geo_name,geo_id,pop_2016,adult_obesity_2017,poverty_rate_2016,high_school_graduation_2017,unemployment_2017,violent_crime_2017,age,median_property_value_2016
"Autauga County, AL",05000US01001,55049,0.341,0.122660170702224,0.9,0.052,265.7,21.4,141000
"Baldwin County, AL",05000US01003,199510,0.274,0.129937957689178,0.85,0.055,216.77,21.5,173400
"Barbour County, AL",05000US01005,26614,0.444,0.263736728564782,0.862,0.089,328.66,21.6,90300
"Bibb County, AL",05000US01007,22572,0.403,0.16453914478474,0.85,0.066,147.29,21.9,97200
"Blount County, AL",05000US01009,57704,0.346,0.165344401828403,0.912,0.054,211.6,22,124200
"Bullock County, AL",05000US01011,10552,0.43,0.268662596021272,0.875,0.078,302.29,22.1,68000
"Butler County, AL",05000US01013,20280,0.363,0.256595084346999,0.83,0.075,523.44,22.3,83000
"Calhoun County, AL",05000US01015,115883,0.322,0.196423817552578,0.922,0.07,574.32,22.5,107900
"Chambers County, AL",05000US01017,34018,0.397,0.203116138853237,0.85,0.06,526.86,22.7,83000
"Cherokee County, AL",05000US01019,25897,0.336,0.164461024936187,0.88,0.054,383.6,22.9,112500
"Chilton County, AL",05000US01021,43817,0.359,0.202743585598485,0.86,0.057,345.84,22.9,99100
"Choctaw County, AL",05000US01023,13287,0.408,0.209533267130089,0.875,0.091,111.42,23,64600
"Clarke County, AL",05000US01025,24847,0.382,0.246359620418848,0.929,0.118,439.43,23,85900
"Clay County, AL",05000US01027,13483,0.373,0.167480543262628,0.925,0.062,352.21,23,90000
"Cleburne County, AL",05000US01029,14991,0.3,0.196183620806736,0.98,0.06,149.93,23,108100
"Coffee County, AL",05000US01031,50991,0.337,0.163545915829271,0.962,0.059,321.16,23.1,142800
"Colbert County, AL",05000US01033,54377,0.375,0.165275459098498,0.889,0.079,449.59,23.2,102500
"Conecuh County, AL",05000US01035,12697,0.364,0.325384249722706,0.825,0.092,566.46,23.3,72300
"Coosa County, AL",05000US01037,10864,0.397,0.153377155377727,0.825,0.067,205.85,23.3,76500
"Covington County, AL",05000US01039,37729,0.34,0.18994488869678,0.953,0.071,273.13,23.3,93700
"Crenshaw County, AL",05000US01041,13896,0.397,0.181818181818182,0.925,0.06,500.36,23.5,77600
"Cullman County, AL",05000US01043,81316,0.334,0.171205351571275,0.909,0.053,169.68,23.5,118700
"Dale County, AL",05000US01045,49607,0.365,0.204745748686334,0.904,0.064,362.6,23.5,103800
"Dallas County, AL",05000US01047,41426,0.408,0.343000366793006,0.901,0.096,774.11,23.9,81000
"DeKalb County, AL",05000US01049,70937,0.304,0.197866149369544,0.918,0.06,331.15,24,99600
"Elmore County, AL",05000US01051,80957,0.354,0.142969642083711,0.904,0.051,275.58,24,152500
"Escambia County, AL",05000US01053,37875,0.377,0.252026069708133,0.841,0.07,483.09,24,93900
"Etowah County, AL",05000US01055,103363,0.351,0.18376886741498,0.841,0.061,544.16,24.1,101900
"Fayette County, AL",05000US01057,16783,0.337,0.173011844331641,0.925,0.07,178.61,24.2,76400
"Franklin County, AL",05000US01059,31573,0.332,0.222852745984419,0.928,0.064,345.32,24.3,87000
"Geneva County, AL",05000US01061,26765,0.341,0.227680769667816,0.943,0.059,342.52,24.4,81500
"Greene County, AL",05000US01063,8587,0.463,0.378837590813218,0.875,0.11,886.36,24.4,68100
"Hale County, AL",05000US01065,15159,0.404,0.259117469272617,0.86,0.078,193.93,24.5,89400
"Henry County, AL",05000US01067,17187,0.358,0.152809785499025,0.925,0.068,278.33,24.5,101800
"Houston County, AL",05000US01069,103891,0.328,0.188806768452786,0.929,0.062,389.83,24.6,124800
"Jackson County, AL",05000US01071,52608,0.32,0.187921526430067,0.915,0.066,360.99,24.6,103800
"Jefferson County, AL",05000US01073,659096,0.332,0.181041714802312,0.89,0.058,796.84,24.6,145700
"Lamar County, AL",05000US01075,14066,0.336,0.238615141502658,0.875,0.063,162.21,24.7,71100
"Lauderdale County, AL",05000US01077,92641,0.329,0.182780725022104,0.951,0.069,268.11,24.7,124100
"Lawrence County, AL",05000US01079,33433,0.355,0.182801547014745,0.92,0.077,263.93,24.8,97600
"Lee County, AL",05000US01081,153947,0.29,0.230115918742109,0.897,0.051,274.75,24.8,156400
"Limestone County, AL",05000US01083,90257,0.329,0.141003430433336,0.933,0.055,143.26,24.9,142500
"Lowndes County, AL",05000US01085,10565,0.451,0.286900897460378,0.825,0.116,611,24.9,68900
"Macon County, AL",05000US01087,19684,0.447,0.255360735843633,0.89,0.081,736.55,24.9,77000
"Madison County, AL",05000US01089,349973,0.323,0.132703713254255,0.918,0.055,583.72,25,171200
"Marengo County, AL",05000US01091,20066,0.403,0.277783385485011,0.971,0.077,481.29,25,87900
"Marion County, AL",05000US01093,30239,0.355,0.186278487860959,0.885,0.07,289.67,25,85500
"Marshall County, AL",05000US01095,94534,0.332,0.205123258306538,0.922,0.058,212.4,25.1,115700
"Mobile County, AL",05000US01097,414291,0.371,0.194741221748369,0.864,0.07,549.8,25.1,123500
"Monroe County, AL",05000US01099,21975,0.353,0.320964920357241,0.86,0.101,488.24,25.2,87700
"Montgomery County, AL",05000US01101,227392,0.348,0.213116687532887,0.79,0.062,407.71,25.2,122000
"Morgan County, AL",05000US01103,119555,0.316,0.163091004984943,0.912,0.058,191.52,25.2,124900
"Perry County, AL",05000US01105,9856,0.43,0.397990726429675,0.975,0.1,,25.2,73700
"Pickens County, AL",05000US01107,20042,0.364,0.239253216190775,0.9,0.068,221.08,25.3,89100
"Pike County, AL",05000US01109,33277,0.384,0.257420691853977,0.875,0.067,448.13,25.3,102300
"Randolph County, AL",05000US01111,22615,0.309,0.205622708135271,0.946,0.059,182.45,25.5,85600
"Russell County, AL",05000US01113,58636,0.364,0.215419029287832,0.838,0.06,441.39,25.6,114000
"St. Clair County, AL",05000US01115,86576,0.33,0.137037519079002,0.901,0.052,176.38,25.7,142800
"Shelby County, AL",05000US01117,205951,0.301,0.084936964121072,0.955,0.042,180.18,25.8,195400
"Sumter County, AL",05000US01119,13285,0.403,0.367206283058182,0.925,0.08,486.79,25.8,73400
"Talladega County, AL",05000US01121,81057,0.39,0.207941483803553,0.934,0.066,368.83,25.9,94200
"Tallapoosa County, AL",05000US01123,40958,0.369,0.233602496779946,0.865,0.061,478.29,25.9,105200
"Tuscaloosa County, AL",05000US01125,202471,0.343,0.179592985088624,0.847,0.055,415.37,25.9,160000
"Walker County, AL",05000US01127,65593,0.332,0.219309917994739,0.906,0.072,414.9,25.9,84800
"Washington County, AL",05000US01129,16909,0.402,0.2160810077753,0.91,0.089,264.34,26,81100
"Wilcox County, AL",05000US01131,11119,0.449,0.348921196407075,0.875,0.147,418.68,26,81600
"Winston County, AL",05000US01133,24013,0.302,0.205659574468085,0.903,0.076,242.52,26,77700
"Aleutians East Borough, AK",05000US02013,3299,0.334,0.154968094804011,,0.032,,26,124500
"Aleutians West Census Area, AK",05000US02016,5714,0.394,0.076839826839827,,0.038,291.57,26.1,211400
"Anchorage Municipality, AK",05000US02020,299321,0.27,0.080983636867893,0.799,0.05,836.31,26.1,298000
"Bethel Census Area, AK",05000US02050,17885,0.303,0.265872330627986,0.543,0.144,,26.1,151400
"Bristol Bay Borough, AK",05000US02060,942,0.397,0.072510822510823,,0.092,67.29,26.1,199000
"Denali Borough, AK",05000US02068,2125,0.27,0.112778315585673,,0.087,,26.2,228600
"Dillingham Census Area, AK",05000US02070,4980,0.38,0.164812942366026,,0.097,,26.2,196400
"Fairbanks North Star Borough, AK",05000US02090,100150,0.281,0.077582882573034,0.695,0.054,,26.2,224000
"Haines Borough, AK",05000US02100,2528,0.255,0.052526860326303,,0.097,193.67,26.2,198400
"Hoonah-Angoon Census Area, AK",05000US02105,2107,,0.123456790123457,,,,26.3,235100
"Juneau City and Borough, AK",05000US02110,32524,0.286,0.074233340657271,0.77,0.046,444.73,26.3,329500
"Kenai Peninsula Borough, AK",05000US02122,57637,0.284,0.109690025757172,0.82,0.078,,26.3,229200
"Ketchikan Gateway Borough, AK",05000US02130,13715,0.308,0.107549962990378,0.77,0.068,363.37,26.3,257100
"Kodiak Island Borough, AK",05000US02150,13918,0.302,0.091536372311532,0.9,0.049,,26.4,266700
"Kusilvak County, AK",05000US02158,7993,,0.359818959014332,,,,26.4,101300
"Lake and Peninsula Borough, AK",05000US02164,1411,0.319,0.187723054960742,,0.127,,26.4,143800
"Matanuska-Susitna Borough, AK",05000US02170,98679,0.302,0.096670802315964,0.78,0.078,,26.4,230100
"Nome Census Area, AK",05000US02180,9879,0.317,0.270104166666667,0.801,0.117,,26.5,138300
"North Slope Borough, AK",05000US02185,9681,0.365,0.112100576217915,0.725,0.056,769.42,26.5,154100
"Northwest Arctic Borough, AK",05000US02188,7723,0.324,0.24535218643624,0.775,0.155,,26.5,146400
"Petersburg Census Area, AK",05000US02195,3196,,0.092861655085281,,,,26.6,213400
"Prince of Wales-Hyder Census Area, AK",05000US02198,6374,,0.148841637575373,,,,26.7,171100
,05000US02201,8921,,,,,,26.7,341600
"Sitka City and Borough, AK",05000US02220,1014,0.287,0.090464825548358,0.821,0.045,91.9,26.8,305700
"Skagway Municipality, AK",05000US02230,6970,,0.052527254707631,,,,26.8,201600
,05000US02232,9522,,,,,,26.8,227900
"Southeast Fairbanks Census Area, AK",05000US02240,,0.331,0.136258326093252,,0.108,,26.8,
"Valdez-Cordova Census Area, AK",05000US02261,2401,0.304,0.085346387144834,0.743,0.088,368.27,26.8,183300
"Wade Hampton Census Area, AK",05000US02270,646,,,,,,26.8,165800
"Wrangell City and Borough, AK",05000US02275,5600,,0.099454469156525,,,,26.9,90800
,05000US02280,72346,,,,,,26.9,77900
"Yakutat City and Borough, AK",05000US02282,128177,0.313,0.078947368421053,,0.083,,26.9,140700
"Yukon-Koyukuk Census Area, AK",05000US02290,138064,0.283,0.235336581844432,0.569,0.18,,27,231300
"Apache County, AZ",05000US04001,53179,0.352,0.362022744588989,0.746,0.134,116.14,27,139800
"Cochise County, AZ",05000US04003,37529,0.26,0.189263897894414,0.826,0.074,465.16,27,121400
"Coconino County, AZ",05000US04005,9224,0.232,0.221636112071947,0.806,0.066,337.32,27,81600
"Gila County, AZ",05000US04007,20304,0.275,0.212204076949554,0.797,0.08,348.7,27,71200
"Graham County, AZ",05000US04009,4088549,0.325,0.22500909862914,0.736,0.074,430.86,27,204900
"Greenlee County, AZ",05000US04011,203629,0.347,0.133861734918538,0.919,0.079,616.03,27.1,130000
"La Paz County, AZ",05000US04012,108209,0.32,0.211315304547039,0.797,0.076,358.63,27.1,106100
"Maricopa County, AZ",05000US04013,1003338,0.254,0.165168572738424,0.78,0.052,402.51,27.2,160800
"Mohave County, AZ",05000US04015,397604,0.296,0.193237404934481,0.769,0.08,197.76,27.3,142200
"Navajo County, AZ",05000US04017,46547,0.309,0.299036831488128,0.778,0.097,339.59,27.4,135200
"Pima County, AZ",05000US04019,218586,0.242,0.190856656968406,0.739,0.056,450.37,27.4,199300
"Pinal County, AZ",05000US04021,203292,0.316,0.16472790264884,0.742,0.063,205.54,27.4,113400
"Santa Cruz County, AZ",05000US04023,18569,0.23,0.218573193730897,0.883,0.115,110.79,27.5,77600
"Yavapai County, AZ",05000US04025,20989,0.253,0.146779076808421,0.787,0.056,289.42,27.5,70900
"Yuma County, AZ",05000US04027,40992,0.305,0.204763427921547,0.803,0.218,376.01,27.5,123100
"Arkansas County, AR",05000US05001,245231,0.338,0.196375780137961,0.846,0.044,490,27.6,155900
"Ashley County, AR",05000US05003,37301,0.421,0.199093932237698,0.823,0.08,286.01,27.6,114400
"Baxter County, AR",05000US05005,11096,0.323,0.138363847503274,0.864,0.057,123.22,27.6,72500
"Benton County, AR",05000US05007,5210,0.301,0.113798513625103,0.897,0.039,243.89,27.7,71800
"Boone County, AR",05000US05009,27690,0.339,0.174722608434885,0.922,0.051,370.93,27.7,118500
"Bradley County, AR",05000US05011,11189,0.39,0.28825298459856,0.806,0.062,252.38,27.7,59600
"Calhoun County, AR",05000US05013,22684,0.342,0.191615582361084,,0.058,178.56,27.7,92700
"Carroll County, AR",05000US05015,15202,0.358,0.174800160601526,0.811,0.048,243.08,27.8,66700
"Chicot County, AR",05000US05017,25587,0.431,0.309213654083864,0.918,0.094,463.57,27.9,126100
"Clark County, AR",05000US05019,8421,0.343,0.240104875712197,0.741,0.057,306.33,27.9,84000
"Clay County, AR",05000US05021,24168,0.337,0.222192655667908,0.96,0.069,174.6,27.9,77100
"Cleburne County, AR",05000US05023,21060,0.318,0.15490608743994,0.909,0.072,248.26,27.9,100300
"Cleveland County, AR",05000US05025,102884,0.357,0.200479904019196,,0.058,50.24,27.9,131700
"Columbia County, AR",05000US05027,61927,0.364,0.249430167597765,0.895,0.068,270.3,27.9,109500
"Conway County, AR",05000US05029,49511,0.397,0.215242760409163,0.895,0.063,236.38,28,102800
"Craighead County, AR",05000US05031,17329,0.364,0.189219300733298,0.918,0.046,374.04,28,83900
"Crawford County, AR",05000US05033,7738,0.351,0.187770642351749,0.865,0.054,324.32,28,61000
"Crittenden County, AR",05000US05035,12234,0.388,0.245863320415821,0.859,0.064,1357.36,28.1,58800
"Cross County, AR",05000US05037,18688,0.379,0.197591776798825,0.842,0.056,521.32,28.1,94200
"Dallas County, AR",05000US05039,120417,0.362,0.147268408551069,0.925,0.074,438.29,28.1,149900
"Desha County, AR",05000US05041,17799,0.396,0.319877320954907,0.852,0.076,669.97,28.1,94000
"Drew County, AR",05000US05043,12186,0.343,0.277358490566038,0.86,0.071,395.66,28.2,88500
"Faulkner County, AR",05000US05045,97119,0.332,0.160932873937358,0.893,0.048,314.29,28.3,133700
"Franklin County, AR",05000US05047,18046,0.371,0.211141678129298,0.894,0.052,330.65,28.3,117800
"Fulton County, AR",05000US05049,43745,0.329,0.23175426849682,,0.054,181.05,28.3,105300
"Garland County, AR",05000US05051,22208,0.323,0.206326693561943,0.805,0.057,478.16,28.3,76300
"Grant County, AR",05000US05053,33440,0.383,0.130012900330922,0.882,0.047,221.73,28.3,85600
"Greene County, AR",05000US05055,13487,0.312,0.177426489418667,0.91,0.053,313.87,28.3,90100
"Hempstead County, AR",05000US05057,37030,0.403,0.267308218553316,0.736,0.052,619.02,28.4,99900
"Hot Spring County, AR",05000US05059,13461,0.347,0.170482081367173,0.907,0.052,,28.4,77600
"Howard County, AR",05000US05061,17495,0.357,0.196203961738345,0.934,0.044,184.65,28.4,63600
"Independence County, AR",05000US05063,72385,0.372,0.19208362369338,0.889,0.067,514.79,28.4,81900
"Izard County, AR",05000US05065,26025,0.339,0.219767165597529,0.898,0.069,181.77,28.4,90100
"Jackson County, AR",05000US05067,7127,0.372,0.271069976160426,0.833,0.078,484.08,28.5,63300
"Jefferson County, AR",05000US05069,16915,0.407,0.255014886770323,0.827,0.072,883.4,28.5,69700
"Johnson County, AR",05000US05071,9781,0.364,0.213769974353916,0.884,0.06,192.9,28.5,64600
"Lafayette County, AR",05000US05073,13935,0.363,0.263802796597953,,0.079,223.68,28.5,65000
"Lawrence County, AR",05000US05075,12616,0.318,0.236453201970443,0.899,0.063,141.24,28.5,73700
"Lee County, AR",05000US05077,21935,0.357,0.300540407762221,,0.069,154.38,28.5,87400
"Lincoln County, AR",05000US05079,71279,0.375,0.233398226260004,0.925,0.063,123.25,28.6,131700
"Little River County, AR",05000US05081,15761,0.327,0.193899959333062,0.897,0.057,238.87,28.6,100100
"Logan County, AR",05000US05083,16404,0.375,0.189985066268434,0.936,0.059,241.79,28.6,109700
"Lonoke County, AR",05000US05085,43666,0.358,0.121017482666213,0.828,0.043,309.84,28.6,99600
"Madison County, AR",05000US05087,44199,0.34,0.180949939106468,0.875,0.039,278.22,28.6,80700
"Marion County, AR",05000US05089,7542,0.317,0.198606056867945,0.902,0.054,331.01,28.6,56400
"Miller County, AR",05000US05091,9100,0.359,0.206427105207276,0.795,0.052,775.2,28.6,88200
"Mississippi County, AR",05000US05093,8668,0.398,0.255287218322867,0.856,0.093,867.64,28.7,65300
"Monroe County, AR",05000US05095,7988,0.375,0.286307053941909,,0.063,269.07,28.7,84800
"Montgomery County, AR",05000US05097,24728,0.338,0.187941275355822,,0.07,114.62,28.7,66900
"Nevada County, AR",05000US05099,10246,0.36,0.307828134196586,0.883,0.052,209.64,28.7,84500
"Newton County, AR",05000US05101,19929,0.342,0.216397170288024,0.882,0.051,275.02,28.7,62900
"Ouachita County, AR",05000US05103,11017,0.348,0.245305501910671,0.883,0.066,391.44,28.7,77300
"Perry County, AR",05000US05105,24131,0.375,0.178172839506173,0.867,0.063,396.02,28.7,77900
"Phillips County, AR",05000US05107,20290,0.455,0.334620073141,0.803,0.079,1243.48,28.7,83900
"Pike County, AR",05000US05109,63107,0.378,0.184685101266993,0.935,0.062,136.57,28.8,120900
"Poinsett County, AR",05000US05111,8334,0.384,0.221152628245725,0.816,0.057,363.84,28.8,67100
"Polk County, AR",05000US05113,391806,0.367,0.251988466892026,0.917,0.06,257.25,28.8,144000
"Pope County, AR",05000US05115,17584,0.321,0.195731635420351,0.845,0.055,268.36,28.8,79000
"Prairie County, AR",05000US05117,27023,0.363,0.197919216646267,0.837,0.048,125.49,28.8,62700
"Pulaski County, AR",05000US05119,115577,0.317,0.179877314593038,0.721,0.047,996.46,28.8,143900
"Randolph County, AR",05000US05121,10661,0.353,0.195504047521985,0.891,0.074,147.34,28.9,77700
"St. Francis County, AR",05000US05123,7938,0.425,0.24631236906238,0.788,0.075,545.55,28.9,82800
"Saline County, AR",05000US05125,127351,0.325,0.085223331489433,0.918,0.042,324.33,28.9,114800
"Scott County, AR",05000US05127,17193,0.325,0.208751657510892,0.854,0.05,253.82,28.9,70400
"Searcy County, AR",05000US05129,17027,0.35,0.206610515569168,0.965,0.058,166.7,28.9,76700
"Sebastian County, AR",05000US05131,12503,0.369,0.221810943046273,0.844,0.05,594.5,28.9,104800
"Sevier County, AR",05000US05133,40334,0.367,0.224041462983686,0.939,0.064,163.57,28.9,77800
"Sharp County, AR",05000US05135,16892,0.373,0.222482014388489,0.925,0.071,,29,92000
"Stone County, AR",05000US05137,219930,0.326,0.23613465730201,0.925,0.065,231.53,29,157400
"Union County, AR",05000US05139,78823,0.394,0.207178142957959,0.825,0.064,576.51,29,113500
"Van Buren County, AR",05000US05141,6873,0.356,0.18471490177288,0.91,0.07,265.11,29,62700
"Washington County, AR",05000US05143,21716,0.306,0.189796639724768,0.862,0.036,432.79,29,100100
"White County, AR",05000US05145,1605217,0.363,0.176597281678082,0.836,0.065,209.15,29.1,593500
"Woodruff County, AR",05000US05147,1184,0.358,0.240867240867241,,0.067,136.96,29.1,329500
"Yell County, AR",05000US05149,36963,0.371,0.174811766356451,0.884,0.053,288.32,29.1,265900
"Alameda County, CA",05000US06001,223877,0.2,0.120174693525691,0.85,0.047,720.31,29.1,228500
"Alpine County, CA",05000US06003,44787,0.234,0.188888888888889,,0.079,529.57,29.1,259000
"Amador County, CA",05000US06005,21361,0.255,0.111741332767145,0.886,0.066,278.86,29.1,205000
"Butte County, CA",05000US06007,1107925,0.259,0.212672645452506,0.863,0.072,298.56,29.1,472900
"Calaveras County, CA",05000US06009,27628,0.235,0.127393857271906,0.938,0.065,255.66,29.1,183600
"Colusa County, CA",05000US06011,183000,0.254,0.135177304964539,0.914,0.153,199.6,29.2,379200
"Contra Costa County, CA",05000US06013,963160,0.25,0.101917753332848,0.893,0.05,366.02,29.2,204900
"Del Norte County, CA",05000US06015,27976,0.255,0.217358710590979,0.351,0.086,582.28,29.2,215800
"El Dorado County, CA",05000US06017,135182,0.206,0.098357492184442,0.917,0.057,227.61,29.2,279000
"Fresno County, CA",05000US06019,178807,0.266,0.269203022925436,0.819,0.102,507.12,29.2,159000
"Glenn County, CA",05000US06021,18326,0.267,0.202534403253331,0.772,0.087,419.24,29.2,235500
"Humboldt County, CA",05000US06023,871337,0.255,0.209615895044174,0.856,0.056,331.97,29.2,175600
"Imperial County, CA",05000US06025,150261,0.263,0.240980752203186,0.85,0.24,311.04,29.3,172000
"Inyo County, CA",05000US06027,64076,0.233,0.107590647238224,0.301,0.058,473.88,29.3,167300
"Kern County, CA",05000US06029,31945,0.303,0.231478801694578,0.825,0.102,554.99,29.3,174500
"Kings County, CA",05000US06031,10057155,0.264,0.215957382681817,0.83,0.105,477.85,29.3,465000
"Lake County, CA",05000US06033,153366,0.262,0.245973159666788,0.858,0.077,539.11,29.3,204800
"Lassen County, CA",05000US06035,259358,0.239,0.161918631109493,0.85,0.073,400.82,29.3,859400
"Los Angeles County, CA",05000US06037,17645,0.214,0.178081790751271,0.787,0.067,423.79,29.4,250800
"Madera County, CA",05000US06039,87409,0.265,0.220604333188756,0.827,0.105,616.29,29.4,319100
"Marin County, CA",05000US06041,265001,0.189,0.080778348478862,0.919,0.035,184.91,29.4,171800
"Mariposa County, CA",05000US06043,9033,0.244,0.163201008191556,0.92,0.072,419.26,29.4,144600
"Mendocino County, CA",05000US06045,14051,0.224,0.201927884559482,0.836,0.059,509.63,29.4,286100
"Merced County, CA",05000US06047,430201,0.295,0.242229902119961,0.872,0.114,614.38,29.4,393300
"Modoc County, CA",05000US06049,140823,0.232,0.169272914050907,0.89,0.088,670.64,29.4,503100
"Mono County, CA",05000US06051,98639,0.228,0.087686567164179,0.323,0.061,253.82,29.4,355900
"Monterey County, CA",05000US06053,3132211,0.223,0.160965956000194,0.845,0.081,425.45,29.4,584200
"Napa County, CA",05000US06055,370571,0.237,0.088128919352487,0.892,0.046,340.8,29.5,380900
"Nevada County, CA",05000US06057,18754,0.211,0.12106178396072,0.469,0.055,332,29.5,221300
"Orange County, CA",05000US06059,2323892,0.197,0.124578256416222,0.9,0.045,203.95,29.5,276300
"Placer County, CA",05000US06061,1479300,0.217,0.086960310673689,0.895,0.05,175.94,29.5,271300
"Plumas County, CA",05000US06063,58051,0.23,0.127756902466917,0.879,0.104,502.56,29.5,423100
"Riverside County, CA",05000US06065,2106754,0.26,0.164558405305165,0.874,0.067,282.59,29.5,256000
"Sacramento County, CA",05000US06067,3253356,0.274,0.178821279483436,0.806,0.06,523.17,29.5,454600
"San Benito County, CA",05000US06069,850282,0.233,0.107875762617859,0.887,0.076,381.57,29.5,858800
"San Bernardino County, CA",05000US06071,714860,0.279,0.191236273917029,0.807,0.065,409.07,29.5,246900
"San Diego County, CA",05000US06073,278680,0.191,0.139958519041525,0.818,0.052,348.8,29.5,471800
"San Francisco County, CA",05000US06075,754748,0.161,0.124533656242641,0.722,0.036,792.97,29.6,845300
"San Joaquin County, CA",05000US06077,439395,0.283,0.177641878808791,0.823,0.089,780.38,29.6,480000
"San Luis Obispo County, CA",05000US06079,1885056,0.245,0.141602889295677,0.915,0.046,379.33,29.6,752400
"San Mateo County, CA",05000US06081,270931,0.211,0.076780686899337,0.881,0.034,227.56,29.6,615200
"Santa Barbara County, CA",05000US06083,179228,0.182,0.158958404141285,0.879,0.053,333.3,29.6,223500
"Santa Clara County, CA",05000US06085,2931,0.195,0.092782177684392,0.836,0.042,253.9,29.6,170300
"Santa Cruz County, CA",05000US06087,43668,0.202,0.150816759041659,0.874,0.075,394.06,29.6,173100
"Shasta County, CA",05000US06089,429596,0.265,0.175361546831082,0.863,0.078,690.62,29.6,305900
"Sierra County, CA",05000US06091,497776,0.225,0.113370089593384,,0.09,380.06,29.7,464700
"Siskiyou County, CA",05000US06093,530561,0.232,0.220162278369819,0.897,0.094,269.19,29.7,216000
"Solano County, CA",05000US06095,95406,0.301,0.12721883598288,0.843,0.061,467.66,29.7,213100
"Sonoma County, CA",05000US06097,63015,0.209,0.11220269188707,0.829,0.045,362.59,29.7,178600
"Stanislaus County, CA",05000US06099,13180,0.326,0.182493480946063,0.846,0.095,533.08,29.7,270100
"Sutter County, CA",05000US06101,455769,0.287,0.175253579794168,0.841,0.108,305.91,29.7,169600
"Tehama County, CA",05000US06103,53864,0.272,0.214821959649546,0.89,0.08,537.58,29.7,259800
"Trinity County, CA",05000US06105,843110,0.251,0.201359388275276,0.885,0.078,208.55,29.7,481400
"Tulare County, CA",05000US06107,209671,0.326,0.282624789081831,0.854,0.117,445.78,29.7,346200
"Tuolumne County, CA",05000US06109,73897,0.202,0.142251120009515,0.889,0.071,220.22,29.7,190700
"Ventura County, CA",05000US06111,479977,0.203,0.106387762389523,0.845,0.057,205.02,29.7,216700
"Yolo County, CA",05000US06113,16353,0.227,0.193001954927509,0.888,0.064,317.4,29.7,141600
"Yuba County, CA",05000US06115,617668,0.248,0.207756423503479,0.774,0.092,386.93,29.8,266600
"Adams County, CO",05000US08001,12355,0.263,0.128952071042035,0.721,0.043,332.05,29.8,268400
"Alamosa County, CO",05000US08003,3648,0.23,0.313589306774997,0.795,0.052,,29.8,69900
"Arapahoe County, CO",05000US08005,5816,0.214,0.106842299634942,0.768,0.037,297.68,29.8,76800
"Archuleta County, CO",05000US08007,313961,0.165,0.112121212121212,0.925,0.04,193.86,29.8,391000
"Baca County, CO",05000US08009,62449,0.194,0.179960261141073,,0.021,168.29,29.8,328200
"Bent County, CO",05000US08011,18507,0.265,0.252476572958501,,0.039,183.32,29.8,289900
"Boulder County, CO",05000US08013,2071,0.134,0.13431954809116,0.874,0.032,210.46,29.8,89200
"Broomfield County, CO",05000US08014,9238,0.176,0.05906989481145,,0.033,52.73,29.8,297000
"Chaffee County, CO",05000US08015,8213,0.205,0.096188121658138,0.775,0.034,81.28,29.8,113800
"Cheyenne County, CO",05000US08017,3590,0.237,0.113310242454231,,0.027,87.46,29.8,110800
"Clear Creek County, CO",05000US08019,5537,0.181,0.074493838028169,0.675,0.037,407.63,29.8,74200
"Conejos County, CO",05000US08021,4375,0.245,0.220957277512547,0.852,0.056,43.9,29.8,230700
"Costilla County, CO",05000US08023,30221,0.219,0.304178272980501,,0.065,156.12,29.8,196200
"Crowley County, CO",05000US08025,663303,0.216,0.341176470588235,,0.045,110.45,29.9,292700
"Custer County, CO",05000US08027,1789,0.205,0.179368029739777,,0.035,116.8,29.9,115900
"Delta County, CO",05000US08029,314238,0.204,0.168394228451393,0.83,0.057,94.77,29.9,376300
"Denver County, CO",05000US08031,52894,0.164,0.163976103683836,0.605,0.037,617.33,29.9,438500
"Dolores County, CO",05000US08033,24225,0.198,0.193404136389044,,0.031,65.56,29.9,353700
"Douglas County, CO",05000US08035,665171,0.17,0.037722285765404,0.9,0.031,82.27,29.9,227000
"Eagle County, CO",05000US08037,46835,0.118,0.080667885157262,0.82,0.031,158.67,29.9,159000
"Elbert County, CO",05000US08039,57495,0.196,0.050697558545092,0.88,0.031,21.65,29.9,299700
"El Paso County, CO",05000US08041,5708,0.223,0.112829721572742,0.751,0.046,380.1,29.9,255000
"Fremont County, CO",05000US08043,14490,0.228,0.165651778579891,0.743,0.062,237.87,29.9,297500
"Garfield County, CO",05000US08045,15889,0.2,0.110995134896064,0.815,0.041,179.44,29.9,311700
"Gilpin County, CO",05000US08047,856,0.197,0.070809248554913,,0.031,310.52,29.9,275400
"Grand County, CO",05000US08049,6521,0.174,0.105910987482615,0.92,0.032,101,29.9,153400
"Gunnison County, CO",05000US08051,1306,0.148,0.153718679570463,0.925,0.029,204.9,29.9,170300
"Hinsdale County, CO",05000US08053,558810,0.205,0.11214953271028,,0.03,40.73,29.9,299100
"Huerfano County, CO",05000US08055,1465,0.201,0.170727872975947,,0.077,420.25,29.9,82700
"Jackson County, CO",05000US08057,8174,0.214,0.137692307692308,,0.037,97.51,29.9,123400
"Jefferson County, CO",05000US08059,7401,0.183,0.081201806384938,0.83,0.035,223.43,30,184200
"Kiowa County, CO",05000US08061,53994,0.195,0.106870229007634,,0.026,68.42,30,340500
"Kit Carson County, CO",05000US08063,325228,0.276,0.142012647786637,,0.024,252.99,30,282500
"Lake County, CO",05000US08065,14322,0.175,0.115230875258442,0.691,0.038,237.7,30,145800
